task,controller,disorder_strength,seed,state_transfer_fidelity,average_gate_fidelity,pulse_energy,segments,horizon_steps,beam_width,reference_objective,reference_restart_seed,reference_iterations,reference_success,reference_seconds,horizon_seconds
H,process_grape_reference,0.08,33,0.9999130452568494,0.9998942667136639,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,34,0.9999732283504261,0.9999821332782264,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,35,0.9996882089526178,0.9994871418139795,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,36,0.9995529804681504,0.9995545592357088,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,37,0.999728314733479,0.9997558804543513,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,38,0.9997472159416896,0.999628852184311,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,39,0.9999512141717939,0.9999354790135815,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,40,0.9996815790656104,0.999756389803749,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,41,0.9994964300226851,0.9993253579922451,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,42,0.9999103665913915,0.9999354883492089,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,43,0.9999705233011913,0.9999796291172096,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,44,0.9997442130286839,0.9996227444178767,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,45,0.9997579011780577,0.9997171265474484,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
